trial,total_students,total_companies,companies_ranked,avg_company_ranking,company_popularity_std,company_ranking_skewness,company_ranking_kurtosis,company_entropy,company_outlier_count,company_outlier_percentage,highly_ranked_outlier_count,highly_ranked_outlier_percentage,lowly_ranked_outlier_count,lowly_ranked_outlier_percentage,best_company_avg_ranking,worst_company_avg_ranking,company_ranking_range,top_company,top_company_score,second_company,second_company_score,third_company,third_company_score,most_included_company,most_included_count,company_score_range,total_rankings_given,total_unranked_assignments
353,30,30,30,2.993531746031746,0.7236476220436249,-0.6194249842639366,0.027324870232191323,2.386374217603147,2,6.666666666666667,2,6.666666666666667,0,0.0,1.3333333333333333,4.333333333333333,3.0,BlueFern BioTech,22.166666666666668,Cobalt Circuitry,20.428571428571427,Lumeon Strategies,19.642857142857142,BlueFern BioTech,4,2.5238095238095255,150,750
354,30,30,30,3.0369841269841276,0.7057813795766489,0.252909549624947,0.48435795380727065,2.379284418414265,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6666666666666667,5.0,3.333333333333333,Vertex Valley Ventures,21.875,Apexion Innovations,19.791666666666668,Nimbus Nexus,19.53125,Apexion Innovations,3,2.34375,150,750
355,30,30,30,3.0157671957671957,0.8128535042711889,0.10096359980510376,-0.20954034809864863,2.598277896735806,0,0.0,0,0.0,0,0.0,1.5,5.0,3.5,Aurora Axis,22.555555555555557,Nimbus Nexus,21.0,IronClad Systems,19.642857142857142,Catalyst Core,3,2.912698412698415,150,750
356,30,30,30,3.0492989417989422,0.7804555975956059,0.07153489457476095,0.7740775587753035,2.49155327022262,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,LuxeLoom Enterprises,22.354166666666668,HydraFlux Labs,21.09375,Catalyst Core,19.0,PrismPoint Studios,5,3.354166666666668,150,750
357,30,30,30,2.9680555555555554,0.6955144647563494,-0.7257194104723051,0.3305310027354662,2.4206512148101607,0,0.0,0,0.0,0,0.0,1.0,4.0,3.0,Nimbus Nexus,22.785714285714285,IronClad Systems,21.0,Vertex Valley Ventures,19.791666666666668,Crimson Arc Media,3,2.994047619047617,150,750
358,30,30,30,3.0616269841269843,0.695932511115636,0.8575628540045014,0.4728719969967874,2.315270396880037,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,Orion Synergy,22.65625,Cobalt Circuitry,19.642857142857142,DeltaBloom Group,18.857142857142858,PrismPoint Studios,4,3.7991071428571423,150,750
359,30,30,30,2.982579365079365,0.6773856432113025,-0.6774879219312273,0.5159726641665143,2.2711140018197136,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.125,3.125,Nebula Dynamics,26.444444444444443,Crimson Arc Media,25.666666666666668,DeltaBloom Group,22.0,HydraFlux Labs,4,4.444444444444443,150,750
360,30,30,30,2.9795370370370367,0.8297377183875112,-0.24733531326420463,-0.26153929086794525,2.6797991318374055,0,0.0,0,0.0,0,0.0,1.25,4.75,3.5,Lumeon Strategies,21.875,PrismPoint Studios,20.22222222222222,StellarPath Logistics,19.642857142857142,Vertex Valley Ventures,3,2.2321428571428577,150,750
361,30,30,30,2.9363888888888896,0.6246346975600904,-0.2773204597234557,-0.5481889908305089,2.311941547876375,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,ZenithWorks,22.0,FusionBridge Networks,20.22222222222222,Apexion Innovations,19.642857142857142,PrismPoint Studios,3,2.3571428571428577,150,750
362,30,30,30,2.995542328042328,0.6086292425760327,-0.7026283828252827,0.4401098993779007,2.089482267019182,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.25,4.0,2.75,Aurora Axis,26.444444444444443,Cobalt Circuitry,18.071428571428573,BlueFern BioTech,17.1875,Nimbus Nexus,3,9.256944444444443,150,750
363,30,30,30,2.9791666666666665,0.650846137304697,0.16549566069260285,0.08485490668019446,2.3022584126945973,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6666666666666667,4.5,2.833333333333333,PeakVista Partners,24.21875,StellarPath Logistics,19.53125,EchoSphere Analytics,18.75,PrismPoint Studios,3,5.46875,150,750
364,30,30,30,3.076283068783069,0.6486051219481751,0.36010318562958127,0.27085515272872396,2.326026530101166,3,10.0,1,3.3333333333333335,2,6.666666666666667,1.8,4.666666666666667,2.866666666666667,Ascendify Technologies,21.77777777777778,EchoSphere Analytics,21.77777777777778,IronClad Systems,19.53125,LuxeLoom Enterprises,3,2.2465277777777786,150,750
365,30,30,29,2.970662287903667,0.5555596795045398,-0.11506075290909697,1.3653220747439123,1.982466207162797,2,6.896551724137931,1,3.4482758620689653,1,3.4482758620689653,1.5,4.5,3.0,TerraNova Solutions,22.555555555555557,IronClad Systems,20.22222222222222,HydraFlux Labs,18.857142857142858,TitanEdge Consulting,3,3.6984126984126995,150,750
366,30,30,30,3.0086111111111107,0.6025884801041631,0.1587993530845935,-0.2575051676340201,2.264944563402473,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.25,2.583333333333333,HydraFlux Labs,22.65625,Quantum Forge,21.09375,Cobalt Circuitry,18.857142857142858,Catalyst Core,3,3.7991071428571423,150,750
367,30,30,30,3.016547619047619,0.6623002094672155,-0.40976104550615666,-0.6042911258872512,2.3357096652829434,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.2,2.533333333333333,EchoSphere Analytics,20.583333333333332,Vortex Venture Group,20.583333333333332,TitanEdge Consulting,20.428571428571427,EverVault Enterprises,3,0.1547619047619051,150,750
368,30,30,30,3.0317472342472347,0.756706524763016,0.24616364824399364,0.004640587990070166,2.372253928364927,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.5,5.0,3.5,Apexion Innovations,33.22727272727273,LuxeLoom Enterprises,22.0,Quantum Forge,21.77777777777778,Orion Synergy,3,11.449494949494948,150,750
369,30,30,30,2.871955266955267,0.7887801134072482,-0.922025538777536,0.8521034050013081,2.236452797660028,3,10.0,3,10.0,0,0.0,1.0,4.333333333333333,3.333333333333333,Orion Synergy,27.045454545454547,Catalyst Core,21.214285714285715,PrismPoint Studios,17.96875,Crimson Arc Media,3,9.076704545454547,150,750
370,30,30,29,2.9737137383689105,0.7178687247247669,0.00031928195993166555,-0.6217821351555317,2.443635738886072,0,0.0,0,0.0,0,0.0,1.5,4.333333333333333,2.833333333333333,HarborWay Holdings,21.77777777777778,BlueFern BioTech,20.925,LuxeLoom Enterprises,20.583333333333332,IronClad Systems,3,1.1944444444444464,150,750
371,30,30,30,2.931349206349206,0.7118105483481774,-0.44037933431818677,0.20414136137514172,2.1213028817652897,6,20.0,4,13.333333333333334,2,6.666666666666667,1.5,4.4,2.9000000000000004,Aurora Axis,26.208333333333332,Apexion Innovations,24.357142857142858,HydraFlux Labs,17.1875,Aurora Axis,3,9.020833333333332,150,750
372,30,30,30,3.0370899470899473,0.7197439071066447,-0.05087412723423978,0.05545432927698224,2.3810760119146073,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.75,3.416666666666667,ZenithWorks,26.444444444444443,Quantum Forge,21.875,Ascendify Technologies,21.09375,Lumeon Strategies,3,5.350694444444443,150,750
373,30,30,30,3.0264285714285717,0.6500483585709033,0.6114317051634225,0.8465830012631432,2.2405512328738317,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,EchoSphere Analytics,21.875,Quantum Forge,20.925,Vortex Venture Group,18.071428571428573,Cobalt Circuitry,3,3.803571428571427,150,750
374,30,30,30,2.9557407407407412,0.6614556888090748,0.12426367815182801,-1.0969402107459212,2.2593598634344993,0,0.0,0,0.0,0,0.0,2.0,4.2,2.2,Nimbus Nexus,24.11111111111111,Quantum Forge,19.0,DeltaBloom Group,19.0,Orion Synergy,5,5.111111111111111,150,750
375,30,30,30,2.9742724867724863,0.6416827086774741,-0.5154663503129338,-0.23905517671418286,2.3967916319816367,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,EverVault Enterprises,22.555555555555557,Quantum Forge,21.77777777777778,Nebula Dynamics,20.428571428571427,Ascendify Technologies,3,2.12698412698413,150,750
376,30,30,30,3.001859066859067,0.6729955352995677,-0.033900640514014424,-1.000682244035409,2.38936434776417,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.25,2.583333333333333,PrismPoint Studios,20.863636363636363,TitanEdge Consulting,20.583333333333332,ZenithWorks,19.444444444444443,Crimson Arc Media,2,1.4191919191919204,150,750
377,30,30,30,3.0517460317460317,0.796079225189954,-0.23735780881225346,-0.7435894844880662,2.6560310144308374,0,0.0,0,0.0,0,0.0,1.5,4.5,3.0,Nimbus Nexus,26.979166666666668,TitanEdge Consulting,24.21875,Vertex Valley Ventures,18.071428571428573,BlueFern BioTech,3,8.907738095238095,150,750
378,30,30,30,3.0224074074074077,0.6354083670104927,-0.7501049245374788,1.7252367642735837,2.2640835117703757,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.25,3.25,Apexion Innovations,33.145833333333336,EchoSphere Analytics,24.88888888888889,Lumeon Strategies,20.22222222222222,Nimbus Nexus,4,12.923611111111114,150,750
379,30,30,30,3.0337037037037033,0.5951916995439951,-0.18774858432963346,-0.6480421789078701,2.143762162622482,0,0.0,0,0.0,0,0.0,2.0,4.0,2.0,TitanEdge Consulting,22.0,EverVault Enterprises,22.0,Nebula Dynamics,21.214285714285715,Vortex Venture Group,4,0.7857142857142847,150,750
380,30,30,30,3.033531746031746,0.8089817327996519,-0.2918951294558364,-0.6023448324958336,2.7614063297218427,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.5,3.166666666666667,Ascendify Technologies,22.65625,Nebula Dynamics,22.0,StellarPath Logistics,21.7,TitanEdge Consulting,4,0.9562500000000007,150,750
381,30,30,30,3.0031349206349205,0.7000006924944684,0.3291953289486526,1.1314146060055883,2.3377806684863804,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.3333333333333333,5.0,3.666666666666667,Solaris Systems,24.025,Apexion Innovations,22.555555555555557,IronClad Systems,21.77777777777778,Nebula Dynamics,3,2.24722222222222,150,750
382,30,30,30,3.0031878306878306,0.6904511830548181,-0.6949109778790352,0.167410134376762,2.4920415298127034,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.25,4.0,2.75,Apexion Innovations,24.11111111111111,StellarPath Logistics,24.11111111111111,HarborWay Holdings,21.77777777777778,Aurora Axis,2,2.333333333333332,150,750
383,30,30,30,3.0071825396825402,0.6787464605318803,0.7207942023740216,0.6507455474974013,2.181076011914607,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,PeakVista Partners,21.875,FusionBridge Networks,21.09375,Apexion Innovations,20.3125,IronClad Systems,5,1.5625,150,750
384,30,30,30,3.0553174603174598,0.7895133463159986,-0.01787115403128793,-0.628928352198197,2.544531748832623,0,0.0,0,0.0,0,0.0,1.5,4.8,3.3,Catalyst Core,21.214285714285715,Cobalt Circuitry,21.214285714285715,Nebula Dynamics,20.3125,Catalyst Core,4,0.9017857142857153,150,750
385,30,30,30,2.9518253968253965,0.8126274964408854,-0.4645482075683096,-0.6154699757263695,2.58324590009608,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.25,2.916666666666667,Quantum Forge,22.166666666666668,BlueFern BioTech,21.0,Crimson Arc Media,20.583333333333332,Aurora Axis,4,1.5833333333333357,150,750
386,30,30,30,2.960714285714286,0.7455940120729259,-0.1215694446088075,-0.2951003058532935,2.596883097403592,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.3333333333333333,4.5,3.166666666666667,TitanEdge Consulting,29.45,TerraNova Solutions,17.96875,LuxeLoom Enterprises,17.1875,TitanEdge Consulting,4,12.2625,150,750
387,30,30,30,2.9674867724867724,0.6125359423309282,0.058261808017355844,0.045825167805894296,2.078203801008596,0,0.0,0,0.0,0,0.0,1.5,4.285714285714286,2.7857142857142856,PrismPoint Studios,21.875,LuxeLoom Enterprises,19.444444444444443,Nebula Dynamics,19.0,Magnetar Innovations,4,2.875,150,750
388,30,30,29,3.04280240831965,0.7758676804419874,0.04926336677231022,-0.802097869509498,2.641405997282954,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.5,2.833333333333333,Vertex Valley Ventures,29.45,Crimson Arc Media,20.583333333333332,TerraNova Solutions,19.444444444444443,TitanEdge Consulting,4,10.005555555555556,150,750
389,30,30,30,3.0145899470899473,0.9823462388068757,0.07459252917434496,-0.1636644253422146,2.8770954959558153,4,13.333333333333334,2,6.666666666666667,2,6.666666666666667,1.0,5.0,4.0,FusionBridge Networks,25.78125,Lumeon Strategies,21.875,Magnetar Innovations,20.428571428571427,Aurora Axis,3,5.352678571428573,150,750
390,30,30,30,3.0098809523809527,0.6403824465236151,0.19840456965167833,1.300721587746585,2.156487652528489,3,10.0,1,3.3333333333333335,2,6.666666666666667,1.3333333333333333,4.6,3.2666666666666666,PeakVista Partners,22.166666666666668,Crimson Arc Media,21.7,ZenithWorks,21.7,EchoSphere Analytics,3,0.46666666666666856,150,750
391,30,30,30,3.0040476190476197,0.6433091885074708,-0.358682601874701,-0.653364363420947,2.3119415478763745,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,Lumeon Strategies,23.333333333333332,Apexion Innovations,18.857142857142858,EchoSphere Analytics,18.75,Vertex Valley Ventures,3,4.583333333333332,150,750
392,30,30,30,3.0072222222222225,0.7416841785833758,0.23698908763471804,-1.212544579064054,2.22421039968473,0,0.0,0,0.0,0,0.0,2.0,4.333333333333333,2.333333333333333,Catalyst Core,20.925,Apexion Innovations,19.642857142857142,Ascendify Technologies,19.0,LuxeLoom Enterprises,3,1.9250000000000007,150,750
393,30,30,30,3.072063492063492,0.6932773458047632,0.4769077549337305,0.14688084098894105,2.3764438290006864,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,Catalyst Core,21.875,DeltaBloom Group,21.214285714285715,Ascendify Technologies,21.09375,HydraFlux Labs,4,0.78125,150,750
394,30,30,30,2.968902116402116,0.7660916189058011,-0.05758504039656379,-0.6761003618739192,2.464083511770376,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.5,3.166666666666667,PrismPoint Studios,24.025,IronClad Systems,19.642857142857142,FusionBridge Networks,19.642857142857142,Magnetar Innovations,3,4.382142857142856,150,750
395,30,30,30,3.0819841269841275,0.7590625766120339,0.17871432657783554,-0.6507368622434111,2.477095495955816,0,0.0,0,0.0,0,0.0,1.5,4.5,3.0,LuxeLoom Enterprises,32.375,StellarPath Logistics,30.225,BlueFern BioTech,22.785714285714285,PrismPoint Studios,4,9.589285714285715,150,750
396,30,30,30,2.9836640211640204,0.5656745877092536,-0.06076175995718782,-0.6435877168151647,2.2405512328738317,0,0.0,0,0.0,0,0.0,1.75,4.0,2.25,Crimson Arc Media,22.475,Nebula Dynamics,21.875,Ascendify Technologies,17.416666666666668,PrismPoint Studios,4,5.058333333333334,150,750
397,30,30,30,2.9971428571428573,0.7205689650608879,-0.08990560576276749,-0.493423535875849,2.373884566207165,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.5,4.333333333333333,2.833333333333333,Apexion Innovations,30.833333333333332,Nebula Dynamics,25.78125,Quantum Forge,21.0,LuxeLoom Enterprises,4,9.833333333333332,150,750
398,30,30,29,2.9901477832512313,0.6656426789099146,-0.44396152685578394,1.7574872507392234,2.191950900856872,2,6.896551724137931,1,3.4482758620689653,1,3.4482758620689653,1.0,4.666666666666667,3.666666666666667,EchoSphere Analytics,32.2,TitanEdge Consulting,21.09375,Catalyst Core,20.3125,HydraFlux Labs,3,11.887500000000003,150,750
399,30,30,28,3.0269841269841273,0.6220622567293128,0.41080908967118596,0.2268086630068753,2.2784750896585417,2,7.142857142857142,0,0.0,2,7.142857142857142,1.75,4.5,2.75,Quantum Forge,24.11111111111111,TitanEdge Consulting,18.75,TerraNova Solutions,16.625,IronClad Systems,3,7.486111111111111,150,750
400,30,30,30,3.045496632996633,0.775053196444802,0.06924157421773518,0.3695863865674949,2.494205915355059,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.6,3.5999999999999996,Magnetar Innovations,22.65625,BlueFern BioTech,22.555555555555557,ZenithWorks,21.7,TerraNova Solutions,4,0.9562500000000007,150,750
401,30,30,30,3.01734126984127,0.6115972363028326,0.27799361985900617,-0.14490343014717677,2.3559130951758247,0,0.0,0,0.0,0,0.0,1.7142857142857142,4.5,2.7857142857142856,Orion Synergy,24.21875,Vortex Venture Group,23.571428571428573,Apexion Innovations,20.15,Orion Synergy,4,4.068750000000001,150,750
402,30,30,30,3.02574074074074,0.6767727540941578,0.9345413587269693,0.7753692972421011,2.251932579217033,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,PeakVista Partners,29.45,Quantum Forge,21.875,Lumeon Strategies,18.071428571428573,FusionBridge Networks,4,11.378571428571426,150,750
403,30,30,30,3.048306878306879,0.6315161613288612,0.5645915393131364,1.1697164935237758,2.1138755975478234,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,Apexion Innovations,23.333333333333332,Solaris Systems,20.3125,Vortex Venture Group,20.22222222222222,Quantum Forge,3,3.1111111111111107,150,750
404,30,30,30,2.986428571428571,0.574482957914541,0.14396079219111693,-0.7625683864860728,2.3323808162792807,0,0.0,0,0.0,0,0.0,1.8333333333333333,4.0,2.166666666666667,Vortex Venture Group,21.0,Lumeon Strategies,19.791666666666668,TerraNova Solutions,18.75,Solaris Systems,4,2.25,150,750
405,30,30,30,3.0375649350649354,0.6858409593091185,-0.03757576740608833,-0.4846702234862219,2.5337756156114946,0,0.0,0,0.0,0,0.0,1.75,4.5,2.75,Apexion Innovations,26.272727272727273,EverVault Enterprises,24.21875,PeakVista Partners,19.375,Ascendify Technologies,5,6.897727272727273,150,750
406,30,30,30,2.990767195767196,0.7563446671564222,-0.28192243454449145,0.6037380806243804,2.5974168451037096,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,4.75,3.75,Cobalt Circuitry,28.0,BlueFern BioTech,22.555555555555557,Catalyst Core,21.0,PeakVista Partners,5,7.0,150,750
407,30,30,30,3.0024999999999995,0.5998782905972314,0.4056360073088507,-0.5757662293435772,2.1995812306460647,0,0.0,0,0.0,0,0.0,2.0,4.25,2.25,TerraNova Solutions,19.53125,TitanEdge Consulting,18.857142857142858,BlueFern BioTech,18.071428571428573,Crimson Arc Media,4,1.459821428571427,150,750
408,30,30,30,2.9763888888888896,0.8218564036136397,-0.10297400701604721,0.4251426532812954,2.4660528684552534,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,Nimbus Nexus,22.65625,EverVault Enterprises,22.65625,Vortex Venture Group,21.375,FusionBridge Networks,4,1.28125,150,750
409,30,30,30,3.0288492063492067,0.7252998495926343,0.34262609049041043,-0.3884703801691858,2.3512809122619043,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6666666666666667,4.666666666666667,3.0,ZenithWorks,26.35,Nebula Dynamics,21.09375,Ascendify Technologies,18.857142857142858,Lumeon Strategies,3,7.492857142857144,150,750
410,30,30,30,3.0329761904761905,0.6365737107124642,-0.008330634809904147,-1.095754623451854,2.223440813474588,0,0.0,0,0.0,0,0.0,2.0,4.0,2.0,TitanEdge Consulting,24.88888888888889,Cobalt Circuitry,22.65625,EchoSphere Analytics,19.642857142857142,FusionBridge Networks,4,5.246031746031747,150,750
411,30,30,30,2.94787037037037,0.6522411834478559,-0.44535500783969295,-0.2652212752796079,2.463458298648303,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.0,2.666666666666667,Magnetar Innovations,28.675,Orion Synergy,20.22222222222222,Vertex Valley Ventures,18.6,PeakVista Partners,3,10.075,150,750
412,30,30,30,3.0100661375661373,0.6042849228175615,0.04340537251254637,-0.276015001312806,2.2341969466957172,0,0.0,0,0.0,0,0.0,1.75,4.333333333333333,2.583333333333333,EverVault Enterprises,21.09375,HarborWay Holdings,19.444444444444443,Cobalt Circuitry,19.0,StellarPath Logistics,4,2.09375,150,750
413,30,30,30,2.9548015873015867,0.6405598637835896,-0.11290287810398501,-0.5239599721288459,2.3055872616982604,0,0.0,0,0.0,0,0.0,1.5,4.25,2.75,Solaris Systems,24.21875,PeakVista Partners,19.642857142857142,Nimbus Nexus,18.857142857142858,Lumeon Strategies,3,5.361607142857142,150,750
414,30,30,30,3.037751322751322,0.7335067287770587,-0.11140583486606442,1.5493449550175207,2.4027150507922492,3,10.0,2,6.666666666666667,1,3.3333333333333335,1.0,5.0,4.0,Vortex Venture Group,24.88888888888889,Nebula Dynamics,21.0,FusionBridge Networks,20.583333333333332,Apexion Innovations,3,4.305555555555557,150,750
415,30,30,29,2.9928708264915165,0.605503414563728,0.2204554174518126,-0.35984445185868674,2.126934116643506,1,3.4482758620689653,0,0.0,1,3.4482758620689653,2.0,4.5,2.5,StellarPath Logistics,24.21875,DeltaBloom Group,18.208333333333332,Magnetar Innovations,17.96875,Vertex Valley Ventures,4,6.25,150,750
416,30,30,30,3.015833333333333,0.5805822030035406,0.47604262837015665,-0.043723666101649794,2.2004422822781615,0,0.0,0,0.0,0,0.0,2.0,4.5,2.5,Solaris Systems,23.4375,ZenithWorks,23.333333333333332,Crimson Arc Media,17.96875,Magnetar Innovations,3,5.46875,150,750
